result_name,value,set_id,dim_name_1,dim_value_1,dim_name_2,dim_value_2,dim_name_3,dim_value_3,dim_name_4,dim_value_4,dim_name_5,dim_value_5,dim_name_6,dim_value_6,measure_id,name,description,source_name
name=PHIS MEDIAN|||unit=,,1658,Data Element,Admit Hour Indicator,Issue Period,2010 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1188,"Adm Hr Ind =Default, but Adm Hr spread thru day","Admit Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but Admit Hour values are spread throughout the day (>=1 Admit Hour single value measure is <10% and not =0%)",PHIS
name=PHIS MEDIAN|||unit=%,,1658,Data Element,Admit Hour Indicator,Issue Period,2010 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1183,Adm Hr Ind = default for >99% of cases,Admit Hour Indicator = default for >99% of cases,PHIS
name=HOSPITAL VALUE|||unit=%,100,1658,Data Element,Admit Hour Indicator,Issue Period,2010 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1183,Adm Hr Ind = default for >99% of cases,Admit Hour Indicator = default for >99% of cases,PHIS
name=HOSPITAL VALUE|||unit=,,1658,Data Element,Admit Hour Indicator,Issue Period,2010 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1188,"Adm Hr Ind =Default, but Adm Hr spread thru day","Admit Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but Admit Hour values are spread throughout the day (>=1 Admit Hour single value measure is <10% and not =0%)",PHIS
name=HOSPITAL VALUE|||unit=$,2418373,1660,Data Element,Charges-Billed,Issue Period,2014 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1253,Billed charges unmapped >$1 mil or >5% of billed chgs,Unmapped billed charges (CTC Code = 69999999) >$1 million or >5% of total billed charges. Unmapped charges are not available for analysis.,PHIS
name=PHIS MEDIAN|||unit=$,60101,1660,Data Element,Charges-Billed,Issue Period,2014 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1253,Billed charges unmapped >$1 mil or >5% of billed chgs,Unmapped billed charges (CTC Code = 69999999) >$1 million or >5% of total billed charges. Unmapped charges are not available for analysis.,PHIS
name=PHIS MEDIAN|||unit=%,0,1660,Data Element,Charges-Billed,Issue Period,2014 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1254,Billed charges unmapped rate >$1 mil or >5% of billed chgs,Unmapped billed charge rate (CTC Code = 69999999) >$1 million or >5% of total billed charges. Unmapped charges are not available for analysis.,PHIS
name=HOSPITAL VALUE|||unit=%,0.8,1660,Data Element,Charges-Billed,Issue Period,2014 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1254,Billed charges unmapped rate >$1 mil or >5% of billed chgs,Unmapped billed charge rate (CTC Code = 69999999) >$1 million or >5% of total billed charges. Unmapped charges are not available for analysis.,PHIS
name=PHIS MEDIAN|||unit=%,0,1661,Data Element,Disposition,Issue Period,2013 Q4,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1516,Disposition >= .1% unknown and/or invalid.,Disposition >= .1% unknown and/or invalid.,PHIS
name=HOSPITAL VALUE|||unit=%,1.6,1661,Data Element,Disposition,Issue Period,2013 Q4,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1516,Disposition >= .1% unknown and/or invalid.,Disposition >= .1% unknown and/or invalid.,PHIS
name=HOSPITAL VALUE|||unit=,279,1662,Data Element,TPN Flag (Reported),Issue Period,2012 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2069,Reported to Chg based TPN count difference >=3x median,Reported Hyperalimentation (TPN) flag not consistent with charge-based TPN flag. Reported to Charge based TPN count difference >=3x (absolute) median (Reported TPN count >=1 and chg based TPN count >=1),PHIS
name=PHIS MEDIAN|||unit=,,1662,Data Element,TPN Flag (Reported),Issue Period,2012 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2069,Reported to Chg based TPN count difference >=3x median,Reported Hyperalimentation (TPN) flag not consistent with charge-based TPN flag. Reported to Charge based TPN count difference >=3x (absolute) median (Reported TPN count >=1 and chg based TPN count >=1),PHIS
name=PHIS MEDIAN|||unit=,,1663,Data Element,Medical Discharge Date,Issue Period,2004 Q1,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,2197,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,1663,Data Element,Medical Discharge Date,Issue Period,2004 Q1,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,2197,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=%,,1664,Data Element,Px End Hour,Issue Period,2008 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2121,Px end hour is missing for 100% of Px.,Px end hour is missing for 100% of Px.  (End Hour = 99),PHIS
name=HOSPITAL VALUE|||unit=%,100,1664,Data Element,Px End Hour,Issue Period,2008 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2121,Px end hour is missing for 100% of Px.,Px end hour is missing for 100% of Px.  (End Hour = 99),PHIS
name=HOSPITAL VALUE|||unit=,,1665,Data Element,Country,Issue Period,2006 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2151,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=cases,620.5,1665,Data Element,Country,Issue Period,2006 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2002,Country code invalid entry cases.,Country code invalid or null entry cases,PHIS
name=PHIS MEDIAN|||unit=codes,,1665,Data Element,Country,Issue Period,2006 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2003,Country code invalid value count,Country code invalid or null value count,PHIS
name=PHIS MEDIAN|||unit=,,1665,Data Element,Country,Issue Period,2006 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2151,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=codes,1086,1665,Data Element,Country,Issue Period,2006 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2003,Country code invalid value count,Country code invalid or null value count,PHIS
name=HOSPITAL VALUE|||unit=cases,1129,1665,Data Element,Country,Issue Period,2006 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2002,Country code invalid entry cases.,Country code invalid or null entry cases,PHIS
name=HOSPITAL VALUE|||unit=,,1667,Data Element,SCHIP Flag-Primary,Issue Period,2005 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2238,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,1667,Data Element,SCHIP Flag-Primary,Issue Period,2005 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2238,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,1668,Data Element,Discharge Hour Indicator,Issue Period,2008 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1502,"Disch Hr Ind=Default, but Disch Hr spread thru the day.","Discharge Hour Indicator is not consistent with entries. 100% Default values indicated for >=95% of cases, but discharge hour values are spread throughout the day (>=1 Discharge Hour single value measure is <18% and not =0%)",PHIS
name=PHIS MEDIAN|||unit=%,,1668,Data Element,Discharge Hour Indicator,Issue Period,2008 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2161,Disch Hr Ind = default for >99% of cases,Discharge Hour Indicator = default for >99% of cases,PHIS
name=HOSPITAL VALUE|||unit=%,100,1668,Data Element,Discharge Hour Indicator,Issue Period,2008 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2161,Disch Hr Ind = default for >99% of cases,Discharge Hour Indicator = default for >99% of cases,PHIS
name=HOSPITAL VALUE|||unit=,,1668,Data Element,Discharge Hour Indicator,Issue Period,2008 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1502,"Disch Hr Ind=Default, but Disch Hr spread thru the day.","Discharge Hour Indicator is not consistent with entries. 100% Default values indicated for >=95% of cases, but discharge hour values are spread throughout the day (>=1 Discharge Hour single value measure is <18% and not =0%)",PHIS
name=HOSPITAL VALUE|||unit=,,1669,Data Element,Medical Discharge Hour,Issue Period,2004 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2200,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,1669,Data Element,Medical Discharge Hour,Issue Period,2004 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2200,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,1670,Data Element,Medical Discharge Hr Indicator,Issue Period,2009 Q3,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1856,"Med Disch Hr Ind=Default, but Med Disch Hr spread thru day.","Medical Discharge Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but discharge hour values are spread throughout the day  (>=1 Medical Discharge Hour single value measure is <18% and not =0%)",PHIS
name=PHIS MEDIAN|||unit=%,,1670,Data Element,Medical Discharge Hr Indicator,Issue Period,2009 Q3,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2168,Med Disch Hr Ind = default for >99% of cases,Medical Discharge Hour Indicator = default for >99% of cases,PHIS
name=HOSPITAL VALUE|||unit=%,99.9,1670,Data Element,Medical Discharge Hr Indicator,Issue Period,2009 Q3,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2168,Med Disch Hr Ind = default for >99% of cases,Medical Discharge Hour Indicator = default for >99% of cases,PHIS
name=HOSPITAL VALUE|||unit=,,1670,Data Element,Medical Discharge Hr Indicator,Issue Period,2009 Q3,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1856,"Med Disch Hr Ind=Default, but Med Disch Hr spread thru day.","Medical Discharge Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but discharge hour values are spread throughout the day  (>=1 Medical Discharge Hour single value measure is <18% and not =0%)",PHIS
name=HOSPITAL VALUE|||unit=,,1671,Data Element,Px Start Hour (Principal Px),Issue Period,2004 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2215,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,1671,Data Element,Px Start Hour (Principal Px),Issue Period,2004 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2215,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,1672,Data Element,Birthweight Indicator-Neonates,Issue Period,2006 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2195,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,1672,Data Element,Birthweight Indicator-Neonates,Issue Period,2006 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2195,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=LOS,6,1673,Data Element,Length of Stay,Issue Period,2013 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2081,LOS maximum value >=3 for >=2% and >=10 Observation cases.,LOS maximum value >=3 for >=2% and >=10 Observation cases.,PHIS
name=HOSPITAL VALUE|||unit=%,2.6,1673,Data Element,Length of Stay,Issue Period,2013 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2080,LOS >=3 for >=2% and >=10 Observation cases,LOS >=3 for >=2% and >=10 Observation cases,PHIS
name=PHIS MEDIAN|||unit=%,1.9,1673,Data Element,Length of Stay,Issue Period,2013 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2080,LOS >=3 for >=2% and >=10 Observation cases,LOS >=3 for >=2% and >=10 Observation cases,PHIS
name=PHIS MEDIAN|||unit=LOS,,1673,Data Element,Length of Stay,Issue Period,2013 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2081,LOS maximum value >=3 for >=2% and >=10 Observation cases.,LOS maximum value >=3 for >=2% and >=10 Observation cases.,PHIS
name=HOSPITAL VALUE|||unit=,,1674,Data Element,Admit Hour Indicator,Issue Period,2014 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1188,"Adm Hr Ind =Default, but Adm Hr spread thru day","Admit Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but Admit Hour values are spread throughout the day (>=1 Admit Hour single value measure is <10% and not =0%)",PHIS
name=PHIS MEDIAN|||unit=%,,1674,Data Element,Admit Hour Indicator,Issue Period,2014 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1183,Adm Hr Ind = default for >99% of cases,Admit Hour Indicator = default for >99% of cases,PHIS
name=HOSPITAL VALUE|||unit=%,99.1,1674,Data Element,Admit Hour Indicator,Issue Period,2014 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1183,Adm Hr Ind = default for >99% of cases,Admit Hour Indicator = default for >99% of cases,PHIS
name=PHIS MEDIAN|||unit=,,1674,Data Element,Admit Hour Indicator,Issue Period,2014 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1188,"Adm Hr Ind =Default, but Adm Hr spread thru day","Admit Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but Admit Hour values are spread throughout the day (>=1 Admit Hour single value measure is <10% and not =0%)",PHIS
name=PHIS MEDIAN|||unit=%,1.7,1675,Data Element,Day of Service - Assignment,Issue Period,2012 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,22,DOS starts with 1 for >=5% of sample cases.,DOS starts with 1 for >=5% of APR-DRG 225 cases; pharmacy units billed >0; DOS not missing),PHIS
name=HOSPITAL VALUE|||unit=%,12.1,1675,Data Element,Day of Service - Assignment,Issue Period,2012 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,22,DOS starts with 1 for >=5% of sample cases.,DOS starts with 1 for >=5% of APR-DRG 225 cases; pharmacy units billed >0; DOS not missing),PHIS
name=HOSPITAL VALUE|||unit=,,1676,Data Element,Medical Discharge Hr Indicator,Issue Period,2013 Q3,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1848,"Med Disch Hr Ind=Default, but Med Disch Hr spread thru day.","Medical Discharge Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but discharge hour values are spread throughout the day  (>=1 Medical Discharge Hour single value measure is <18% and not =0%)",PHIS
name=PHIS MEDIAN|||unit=%,,1676,Data Element,Medical Discharge Hr Indicator,Issue Period,2013 Q3,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2166,Med Disch Hr Ind = default for >99% of cases,Medical Discharge Hour Indicator = default for >99% of cases,PHIS
name=HOSPITAL VALUE|||unit=%,100,1676,Data Element,Medical Discharge Hr Indicator,Issue Period,2013 Q3,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2166,Med Disch Hr Ind = default for >99% of cases,Medical Discharge Hour Indicator = default for >99% of cases,PHIS
name=PHIS MEDIAN|||unit=,,1676,Data Element,Medical Discharge Hr Indicator,Issue Period,2013 Q3,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1848,"Med Disch Hr Ind=Default, but Med Disch Hr spread thru day.","Medical Discharge Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but discharge hour values are spread throughout the day  (>=1 Medical Discharge Hour single value measure is <18% and not =0%)",PHIS
name=PHIS MEDIAN|||unit=%,99.7,1677,Data Element,Zip Code,Issue Period,2010 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1676,Zip code last 4 digits missing in >=20% of cases,Zip Code last 4 digits missing in >=20% of cases (Zip +4 = #####0000),PHIS
name=HOSPITAL VALUE|||unit=%,99.4,1677,Data Element,Zip Code,Issue Period,2010 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1676,Zip code last 4 digits missing in >=20% of cases,Zip Code last 4 digits missing in >=20% of cases (Zip +4 = #####0000),PHIS
name=PHIS MEDIAN|||unit=,,1678,Data Element,Discharge Hour,Issue Period,2005 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2176,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,1678,Data Element,Discharge Hour,Issue Period,2005 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2176,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
